OrderID,OrderDate,ProductID,ProductName,Category,Quantity,UnitPrice,CostPerUnit,Discount,CustomerType,PaymentMode
O423587,2024-09-02 16:34:39.742893,P003,French Fries,Snacks,4,80,40,10,New,UPI
O536788,2025-08-20 16:34:39.742893,P003,French Fries,Snacks,5,80,40,5,New,UPI
O863646,2025-02-23 16:34:39.742893,P004,Cold Coffee,Beverages,3,110,50,10,Returning,UPI
O303844,2025-02-28 16:34:39.742893,P001,Veg Burger,Meals,5,120,70,5,New,Cash
O472244,2024-06-28 16:34:39.742893,P006,Nachos,Snacks,1,140,85,15,Returning,Wallet
O128100,2025-12-02 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,10,Returning,Wallet
O820160,2025-02-01 16:34:39.742893,P006,Nachos,Snacks,2,140,85,25,Returning,Wallet
O733204,2024-09-29 16:34:39.742893,P005,Fresh Juice,Beverages,2,90,45,15,Returning,UPI
O747453,2025-05-20 16:34:39.742893,P006,Nachos,Snacks,3,140,85,5,New,Wallet
O491308,2025-12-12 16:34:39.742893,P001,Veg Burger,Meals,5,120,70,0,Returning,Wallet
O680326,2025-04-28 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,5,Returning,Cash
O329625,2025-08-25 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,25,New,Cash
O313712,2024-04-01 16:34:39.742893,P003,French Fries,Snacks,2,80,40,10,New,UPI
O605874,2024-02-26 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,20,Returning,Wallet
O932878,2025-04-02 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,10,New,Card
O515693,2024-12-27 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,25,New,Cash
O716204,2025-03-11 16:34:39.742893,P006,Nachos,Snacks,5,140,85,0,Returning,Cash
O520802,2024-09-14 16:34:39.742893,P003,French Fries,Snacks,4,80,40,25,New,Card
O959932,2025-09-05 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,10,New,Cash
O752080,2024-06-21 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,0,New,Card
O664641,2025-09-30 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,10,New,Cash
O792680,2025-04-10 16:34:39.742893,P006,Nachos,Snacks,3,140,85,5,Returning,Card
O845514,2024-07-29 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,10,New,Wallet
O954713,2025-04-02 16:34:39.742893,P003,French Fries,Snacks,1,80,40,0,Returning,Cash
O688981,2025-07-14 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,5,Returning,Card
O883591,2024-12-17 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,0,New,UPI
O330466,2025-07-02 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,25,New,UPI
O979674,2025-10-16 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,25,New,Card
O653546,2025-10-23 16:34:39.742893,P004,Cold Coffee,Beverages,3,110,50,25,Returning,UPI
O198679,2025-02-17 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,0,New,Cash
O383977,2024-05-22 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,5,Returning,Card
O671354,2025-07-09 16:34:39.742893,P003,French Fries,Snacks,1,80,40,20,New,Wallet
O167810,2025-02-14 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,5,Returning,Cash
O119094,2024-07-08 16:34:39.742893,P003,French Fries,Snacks,5,80,40,25,New,Cash
O363787,2024-09-03 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,15,New,UPI
O568407,2024-05-28 16:34:39.742893,P003,French Fries,Snacks,2,80,40,25,Returning,Cash
O584097,2024-11-29 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,5,New,Wallet
O301390,2025-07-20 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,15,New,UPI
O842148,2024-10-06 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,5,Returning,Cash
O924195,2025-04-16 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,0,New,UPI
O815934,2024-06-21 16:34:39.742893,P006,Nachos,Snacks,3,140,85,25,Returning,UPI
O695252,2025-03-30 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,10,Returning,Card
O740567,2024-02-07 16:34:39.742893,P003,French Fries,Snacks,3,80,40,15,New,Card
O364382,2024-11-19 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,10,New,UPI
O430913,2024-11-11 16:34:39.742893,P006,Nachos,Snacks,1,140,85,20,Returning,Cash
O357189,2024-01-04 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,25,Returning,Cash
O148463,2024-05-28 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,15,Returning,Card
O839943,2025-11-11 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,20,Returning,Wallet
O915486,2025-10-20 16:34:39.742893,P006,Nachos,Snacks,5,140,85,20,New,UPI
O883020,2024-02-10 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,20,Returning,Wallet
O248257,2025-06-19 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,0,Returning,Wallet
O502598,2025-06-29 16:34:39.742893,P005,Fresh Juice,Beverages,2,90,45,5,New,Wallet
O511542,2025-02-23 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,25,Returning,Cash
O684158,2024-07-21 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,10,New,Wallet
O495527,2025-07-02 16:34:39.742893,P003,French Fries,Snacks,2,80,40,10,New,Wallet
O315541,2025-04-18 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,25,New,UPI
O259488,2024-10-11 16:34:39.742893,P003,French Fries,Snacks,2,80,40,5,Returning,Wallet
O840291,2025-12-06 16:34:39.742893,P004,Cold Coffee,Beverages,3,110,50,25,New,Cash
O690164,2024-06-14 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,15,Returning,Wallet
O789436,2025-11-17 16:34:39.742893,P002,Paneer Wrap,Meals,3,150,90,15,New,Wallet
O884481,2024-06-01 16:34:39.742893,P003,French Fries,Snacks,2,80,40,5,Returning,Card
O789320,2024-10-26 16:34:39.742893,P005,Fresh Juice,Beverages,2,90,45,0,Returning,Cash
O890663,2024-11-05 16:34:39.742893,P001,Veg Burger,Meals,4,120,70,10,New,UPI
O921751,2024-02-07 16:34:39.742893,P006,Nachos,Snacks,5,140,85,0,New,Wallet
O760948,2024-09-16 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,0,New,UPI
O167697,2025-11-07 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,15,New,UPI
O867377,2025-11-19 16:34:39.742893,P003,French Fries,Snacks,4,80,40,5,Returning,UPI
O179790,2025-08-09 16:34:39.742893,P003,French Fries,Snacks,2,80,40,25,New,UPI
O412444,2024-10-26 16:34:39.742893,P004,Cold Coffee,Beverages,3,110,50,15,Returning,Wallet
O921422,2024-09-01 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,5,New,Cash
O123145,2025-04-16 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,15,Returning,Card
O380640,2025-10-30 16:34:39.742893,P001,Veg Burger,Meals,5,120,70,25,New,UPI
O914278,2024-04-08 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,5,New,UPI
O220786,2025-03-09 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,15,New,Card
O432143,2024-09-19 16:34:39.742893,P003,French Fries,Snacks,5,80,40,25,Returning,Card
O714009,2025-05-11 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,20,Returning,Cash
O537604,2024-01-22 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,10,Returning,Wallet
O755356,2024-12-15 16:34:39.742893,P006,Nachos,Snacks,3,140,85,5,New,Wallet
O518104,2024-06-18 16:34:39.742893,P003,French Fries,Snacks,4,80,40,5,New,Cash
O906371,2024-04-25 16:34:39.742893,P002,Paneer Wrap,Meals,3,150,90,15,Returning,Wallet
O197345,2024-07-13 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,10,New,Wallet
O477057,2024-06-02 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,0,New,Wallet
O302375,2024-04-23 16:34:39.742893,P003,French Fries,Snacks,1,80,40,25,New,Card
O941775,2024-08-04 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,25,New,Wallet
O905051,2025-08-19 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,5,Returning,Cash
O414715,2025-10-27 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,0,New,Wallet
O386603,2025-03-08 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,0,New,Wallet
O435533,2025-03-25 16:34:39.742893,P003,French Fries,Snacks,1,80,40,15,Returning,Cash
O850767,2025-09-13 16:34:39.742893,P003,French Fries,Snacks,5,80,40,25,Returning,Card
O778616,2024-05-27 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,0,New,Cash
O386002,2024-08-16 16:34:39.742893,P006,Nachos,Snacks,4,140,85,10,Returning,Cash
O299807,2025-02-21 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,25,Returning,UPI
O502787,2024-11-09 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,25,Returning,Card
O425816,2024-03-23 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,20,New,Cash
O489547,2025-11-02 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,10,New,Cash
O634062,2025-06-23 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,20,New,Card
O315680,2025-08-04 16:34:39.742893,P006,Nachos,Snacks,5,140,85,25,Returning,UPI
O876748,2025-08-09 16:34:39.742893,P003,French Fries,Snacks,5,80,40,0,New,Wallet
O584434,2024-10-07 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,5,Returning,Card
O274780,2025-03-27 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,25,New,UPI
O908662,2025-08-20 16:34:39.742893,P006,Nachos,Snacks,2,140,85,10,Returning,Card
O664663,2024-02-25 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,5,Returning,Card
O908821,2024-02-27 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,20,New,Cash
O553679,2024-11-13 16:34:39.742893,P003,French Fries,Snacks,5,80,40,0,Returning,Card
O414630,2025-04-21 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,10,Returning,Wallet
O264630,2025-11-06 16:34:39.742893,P003,French Fries,Snacks,4,80,40,0,Returning,Cash
O553846,2024-03-07 16:34:39.742893,P003,French Fries,Snacks,5,80,40,15,Returning,Cash
O221929,2024-11-04 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,5,New,UPI
O221386,2025-05-06 16:34:39.742893,P003,French Fries,Snacks,2,80,40,15,Returning,Cash
O948003,2025-07-18 16:34:39.742893,P003,French Fries,Snacks,5,80,40,0,Returning,Wallet
O672577,2025-05-20 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,20,Returning,Cash
O879949,2025-11-12 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,5,Returning,UPI
O996251,2025-08-02 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,15,Returning,Wallet
O725077,2024-04-12 16:34:39.742893,P003,French Fries,Snacks,2,80,40,20,New,Cash
O372181,2024-04-14 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,25,New,Cash
O106484,2025-01-30 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,20,New,Cash
O546641,2025-09-21 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,15,Returning,Wallet
O177256,2025-06-20 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,5,Returning,Card
O768568,2024-11-11 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,25,New,Card
O660149,2024-05-21 16:34:39.742893,P003,French Fries,Snacks,5,80,40,10,New,UPI
O953156,2024-10-23 16:34:39.742893,P006,Nachos,Snacks,4,140,85,10,Returning,Cash
O659129,2024-01-19 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,20,Returning,Wallet
O339047,2025-08-01 16:34:39.742893,P002,Paneer Wrap,Meals,3,150,90,15,New,Cash
O103985,2024-08-20 16:34:39.742893,P005,Fresh Juice,Beverages,2,90,45,15,New,UPI
O486399,2024-06-20 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,15,New,Wallet
O408611,2025-09-17 16:34:39.742893,P006,Nachos,Snacks,1,140,85,20,New,Card
O968013,2025-01-10 16:34:39.742893,P001,Veg Burger,Meals,5,120,70,15,Returning,UPI
O861325,2024-09-20 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,15,New,Cash
O689427,2024-12-08 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,5,New,UPI
O501508,2025-11-26 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,10,Returning,Card
O985140,2024-06-28 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,5,Returning,Wallet
O343884,2024-08-31 16:34:39.742893,P003,French Fries,Snacks,5,80,40,25,Returning,UPI
O152443,2025-06-08 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,20,Returning,Card
O589837,2024-07-24 16:34:39.742893,P004,Cold Coffee,Beverages,3,110,50,25,New,Card
O932667,2025-04-16 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,15,New,Card
O677688,2025-03-20 16:34:39.742893,P003,French Fries,Snacks,2,80,40,15,New,Wallet
O411635,2024-09-22 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,25,Returning,Wallet
O961073,2024-02-19 16:34:39.742893,P003,French Fries,Snacks,5,80,40,0,Returning,Card
O772966,2025-08-01 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,15,New,UPI
O118629,2025-08-02 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,25,Returning,UPI
O902158,2024-09-27 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,20,Returning,UPI
O715773,2025-03-22 16:34:39.742893,P003,French Fries,Snacks,2,80,40,10,Returning,Card
O679934,2025-08-05 16:34:39.742893,P003,French Fries,Snacks,5,80,40,5,New,Wallet
O858289,2025-06-20 16:34:39.742893,P001,Veg Burger,Meals,4,120,70,25,New,Cash
O780921,2024-02-12 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,5,New,Wallet
O147570,2025-01-22 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,10,New,Wallet
O221385,2025-10-24 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,0,Returning,Card
O798098,2025-09-03 16:34:39.742893,P006,Nachos,Snacks,4,140,85,25,Returning,UPI
O952140,2025-01-16 16:34:39.742893,P003,French Fries,Snacks,3,80,40,5,New,Cash
O130564,2025-07-05 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,25,New,Wallet
O815721,2025-03-24 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,25,Returning,UPI
O868018,2025-07-10 16:34:39.742893,P006,Nachos,Snacks,5,140,85,15,Returning,Cash
O332252,2024-01-28 16:34:39.742893,P003,French Fries,Snacks,5,80,40,15,Returning,Wallet
O308238,2025-07-09 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,20,New,Card
O466137,2025-09-03 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,20,New,Cash
O361136,2024-09-01 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,15,New,UPI
O606072,2025-11-03 16:34:39.742893,P006,Nachos,Snacks,3,140,85,10,New,UPI
O180430,2025-01-07 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,0,New,UPI
O133452,2024-08-09 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,0,Returning,Card
O378858,2025-10-19 16:34:39.742893,P006,Nachos,Snacks,3,140,85,5,New,Wallet
O352507,2025-11-30 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,10,Returning,Card
O329964,2025-07-19 16:34:39.742893,P006,Nachos,Snacks,2,140,85,15,Returning,Card
O498837,2025-04-01 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,0,Returning,Wallet
O323690,2024-08-01 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,0,New,Wallet
O736001,2024-09-14 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,0,New,UPI
O778959,2025-11-20 16:34:39.742893,P006,Nachos,Snacks,4,140,85,15,Returning,Wallet
O559229,2025-10-06 16:34:39.742893,P006,Nachos,Snacks,4,140,85,10,Returning,Cash
O880191,2025-09-13 16:34:39.742893,P003,French Fries,Snacks,4,80,40,20,New,Card
O910096,2025-08-22 16:34:39.742893,P006,Nachos,Snacks,1,140,85,0,New,Cash
O730008,2024-04-22 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,0,New,Wallet
O443636,2025-07-24 16:34:39.742893,P006,Nachos,Snacks,3,140,85,20,Returning,UPI
O305693,2024-04-16 16:34:39.742893,P003,French Fries,Snacks,4,80,40,0,Returning,Cash
O149769,2025-07-20 16:34:39.742893,P005,Fresh Juice,Beverages,2,90,45,20,New,UPI
O699991,2025-03-27 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,15,New,Card
O354933,2025-09-25 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,5,New,Card
O585857,2025-08-19 16:34:39.742893,P006,Nachos,Snacks,4,140,85,0,Returning,UPI
O144039,2025-08-05 16:34:39.742893,P006,Nachos,Snacks,2,140,85,20,Returning,Card
O281005,2024-07-12 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,10,Returning,Cash
O188332,2025-01-26 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,10,New,Card
O639517,2025-06-11 16:34:39.742893,P006,Nachos,Snacks,2,140,85,0,Returning,Wallet
O316297,2025-07-11 16:34:39.742893,P003,French Fries,Snacks,3,80,40,0,New,Cash
O498191,2024-03-24 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,20,New,Wallet
O942925,2025-02-06 16:34:39.742893,P006,Nachos,Snacks,5,140,85,0,New,Wallet
O804522,2025-07-19 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,20,Returning,Wallet
O781124,2025-08-18 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,20,New,UPI
O481177,2025-12-15 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,25,New,Wallet
O929634,2025-04-25 16:34:39.742893,P003,French Fries,Snacks,1,80,40,10,New,Card
O309297,2024-12-08 16:34:39.742893,P003,French Fries,Snacks,5,80,40,0,Returning,Card
O617985,2025-06-16 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,20,New,UPI
O255743,2025-09-24 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,15,Returning,UPI
O994748,2025-03-05 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,25,New,UPI
O907462,2024-11-09 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,0,New,Wallet
O416133,2025-09-10 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,15,Returning,UPI
O262116,2025-05-31 16:34:39.742893,P006,Nachos,Snacks,4,140,85,10,New,Cash
O441147,2024-09-22 16:34:39.742893,P003,French Fries,Snacks,5,80,40,5,Returning,Card
O715423,2025-09-22 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,15,Returning,Wallet
O810317,2024-03-13 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,15,Returning,Card
O669621,2024-05-15 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,0,New,UPI
O117717,2024-09-01 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,10,Returning,UPI
O237610,2024-12-17 16:34:39.742893,P006,Nachos,Snacks,3,140,85,25,Returning,Cash
O645944,2025-01-31 16:34:39.742893,P001,Veg Burger,Meals,4,120,70,25,New,UPI
O515145,2024-11-03 16:34:39.742893,P006,Nachos,Snacks,2,140,85,5,New,Cash
O185386,2024-10-09 16:34:39.742893,P006,Nachos,Snacks,4,140,85,10,New,Wallet
O119757,2024-04-30 16:34:39.742893,P004,Cold Coffee,Beverages,3,110,50,5,Returning,Card
O607812,2025-03-25 16:34:39.742893,P006,Nachos,Snacks,5,140,85,25,Returning,Card
O130278,2024-02-14 16:34:39.742893,P003,French Fries,Snacks,5,80,40,15,New,Cash
O805008,2025-02-24 16:34:39.742893,P006,Nachos,Snacks,1,140,85,5,Returning,Cash
O491620,2024-11-30 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,20,New,Card
O787800,2024-11-14 16:34:39.742893,P006,Nachos,Snacks,1,140,85,5,Returning,Cash
O280420,2025-10-08 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,0,New,Card
O759501,2025-03-14 16:34:39.742893,P006,Nachos,Snacks,3,140,85,25,Returning,Wallet
O441597,2025-07-11 16:34:39.742893,P003,French Fries,Snacks,4,80,40,15,Returning,Wallet
O795124,2024-09-08 16:34:39.742893,P006,Nachos,Snacks,5,140,85,0,New,Wallet
O922129,2025-10-12 16:34:39.742893,P003,French Fries,Snacks,3,80,40,20,Returning,Cash
O713793,2024-10-10 16:34:39.742893,P006,Nachos,Snacks,3,140,85,0,New,Wallet
O577289,2025-11-11 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,25,New,Card
O656788,2024-08-24 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,20,New,Cash
O888533,2025-01-25 16:34:39.742893,P002,Paneer Wrap,Meals,3,150,90,5,New,Cash
O642426,2024-02-01 16:34:39.742893,P003,French Fries,Snacks,4,80,40,15,New,Card
O585264,2024-10-02 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,15,Returning,UPI
O442022,2024-02-16 16:34:39.742893,P003,French Fries,Snacks,2,80,40,0,Returning,Card
O492353,2025-05-24 16:34:39.742893,P001,Veg Burger,Meals,4,120,70,25,Returning,Card
O880502,2024-12-08 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,5,New,Card
O194710,2025-09-20 16:34:39.742893,P003,French Fries,Snacks,4,80,40,10,New,Card
O700826,2025-03-10 16:34:39.742893,P003,French Fries,Snacks,4,80,40,20,New,Card
O447185,2024-03-09 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,0,Returning,UPI
O470762,2025-10-07 16:34:39.742893,P003,French Fries,Snacks,5,80,40,5,Returning,Card
O186070,2025-05-02 16:34:39.742893,P004,Cold Coffee,Beverages,3,110,50,5,New,UPI
O642737,2025-07-22 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,5,Returning,UPI
O641966,2024-12-09 16:34:39.742893,P003,French Fries,Snacks,1,80,40,0,Returning,Wallet
O523350,2024-12-28 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,5,New,Cash
O271405,2024-09-13 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,25,New,Wallet
O980128,2024-10-03 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,20,Returning,UPI
O936476,2025-04-06 16:34:39.742893,P003,French Fries,Snacks,3,80,40,25,Returning,Cash
O791886,2025-05-14 16:34:39.742893,P006,Nachos,Snacks,2,140,85,25,New,Wallet
O269573,2025-08-06 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,25,Returning,Card
O338896,2024-08-02 16:34:39.742893,P006,Nachos,Snacks,4,140,85,25,New,Card
O388443,2025-05-19 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,0,Returning,Wallet
O770750,2024-09-05 16:34:39.742893,P006,Nachos,Snacks,3,140,85,25,New,Wallet
O518575,2024-02-08 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,0,New,UPI
O238915,2025-03-10 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,0,New,Wallet
O982571,2025-11-18 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,10,Returning,Card
O284652,2024-05-07 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,15,Returning,Card
O555892,2025-04-09 16:34:39.742893,P006,Nachos,Snacks,3,140,85,15,New,Card
O435305,2024-01-12 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,20,Returning,Cash
O632402,2024-07-23 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,10,New,Cash
O648505,2024-09-30 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,10,Returning,Card
O938589,2025-03-12 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,15,Returning,UPI
O318509,2024-01-20 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,10,New,Cash
O854027,2025-03-02 16:34:39.742893,P003,French Fries,Snacks,2,80,40,15,New,UPI
O390885,2025-08-31 16:34:39.742893,P003,French Fries,Snacks,2,80,40,15,Returning,Cash
O491222,2025-06-26 16:34:39.742893,P006,Nachos,Snacks,4,140,85,10,New,Cash
O450910,2025-10-27 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,10,Returning,Card
O523831,2024-02-01 16:34:39.742893,P005,Fresh Juice,Beverages,2,90,45,10,New,Wallet
O880985,2025-09-10 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,15,Returning,UPI
O453959,2024-05-19 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,5,New,Cash
O489388,2024-05-09 16:34:39.742893,P003,French Fries,Snacks,4,80,40,10,Returning,Card
O967443,2025-06-30 16:34:39.742893,P002,Paneer Wrap,Meals,3,150,90,0,Returning,Cash
O375111,2024-03-19 16:34:39.742893,P006,Nachos,Snacks,1,140,85,5,New,Cash
O835124,2024-03-10 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,10,New,Wallet
O186114,2025-08-22 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,20,Returning,Wallet
O808573,2024-02-08 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,10,New,Wallet
O527876,2024-02-24 16:34:39.742893,P005,Fresh Juice,Beverages,2,90,45,20,New,Wallet
O516516,2024-10-10 16:34:39.742893,P004,Cold Coffee,Beverages,3,110,50,10,Returning,UPI
O231499,2024-08-06 16:34:39.742893,P003,French Fries,Snacks,2,80,40,15,Returning,UPI
O958988,2025-06-12 16:34:39.742893,P005,Fresh Juice,Beverages,2,90,45,20,New,Cash
O650673,2025-04-26 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,15,Returning,Wallet
O891740,2024-12-09 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,25,New,Cash
O501146,2025-03-07 16:34:39.742893,P006,Nachos,Snacks,4,140,85,15,Returning,Card
O762843,2024-07-15 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,10,New,Wallet
O533113,2024-10-03 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,20,Returning,Cash
O160932,2025-03-16 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,15,New,UPI
O132957,2025-11-23 16:34:39.742893,P003,French Fries,Snacks,2,80,40,5,New,UPI
O940933,2025-03-03 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,25,New,Cash
O199422,2024-01-24 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,15,Returning,Cash
O518200,2024-04-02 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,0,Returning,UPI
O496402,2024-01-12 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,15,Returning,Card
O609277,2024-06-02 16:34:39.742893,P006,Nachos,Snacks,1,140,85,15,Returning,UPI
O858131,2024-02-16 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,25,New,UPI
O774047,2024-03-23 16:34:39.742893,P003,French Fries,Snacks,5,80,40,20,New,Cash
O935780,2025-11-08 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,15,New,Cash
